,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_CITY,CAND_ST,CAND_ZIP,candidatevotes,totalvotes,VOTE_percent,WINNER
247,H4FL20023,"SCHULTZ, DEBBIE WASSERMAN",DEM,2016,FL,H,23.0,I,C,C00385773,WESTON ,FL,33326.0,183225,323120,0.5670493934142115,1
249,H2MI04237,"WIRTH, DEBRA FREIDELL",W,2016,MI,H,4.0,C,P,C00621771,DEWITT,MI,48820.0,101277,315751,0.32074957799025183,0
250,H6CA52130,"GITSHAM, DENISE",REP,2016,CA,H,52.0,C,P,C00591685,SAN DIEGO,CA,92101.0,139403,320656,0.43474315153934434,0
251,H6MT01095,"JUNEAU, DENISE",DEM,2016,MT,H,0.0,C,P,C00591289,HELENA,MT,59624.0,205919,507831,0.40548725855648826,0
252,H0FL12101,"ROSS, DENNIS ALAN",REP,2016,FL,H,15.0,I,C,C00459461,LAKELAND,FL,33813.0,182999,318474,0.5746120562432098,1
253,H6MI02182,"MURPHY, DENNIS B",DEM,2016,MI,H,2.0,C,P,C00610287,GRANDVILLE,MI,49418.0,110391,339328,0.32532240192380235,0
256,H0WA03161,"HECK, DENNIS",DEM,2016,WA,H,10.0,I,C,C00472159,OLYMPIA,WA,98507.0,170460,290564,0.5866521661320742,1
257,H2WA06129,"KILMER, DEREK",DEM,2016,WA,H,6.0,I,C,C00514893,TACOMA,WA,98402.0,201718,327834,0.6153053069541292,1
258,H6VA09086,"KITTS, DEREK WAYNE",DEM,2016,VA,H,9.0,C,P,C00610600,CHRISTIANSBURG,VA,24073.0,87877,310314,0.2831873521658707,0
262,H8CA20059,"NUNES, DEVIN G",REP,2016,CA,H,22.0,I,C,C00370056,VISALIA,CA,93290.0,158755,234966,0.6756509452431415,1
263,H6CO01141,"DEGETTE, DIANA L.",DEM,2016,CO,H,1.0,I,C,C00311639,DENVER,CO,80220.0,257254,379036,0.6787059804345761,1
265,H0TN06257,"BLACK, DIANE L MRS.",REP,2016,TN,H,6.0,I,C,C00472878,GALLATIN,TN,370664497.0,202234,284490,0.710865056768252,1
266,H6MI01234,"BOSTOW, DIANE EVELYN",LIB,2016,MI,H,1.0,O,C,C00617910,GWINN,MI,49841.0,13386,360271,0.03715536360128903,0
267,H6AR02245,"CURRY, DIANNE",DEM,2016,AR,H,2.0,C,P,C00587105,LITTLE ROCK,AR,72210.0,111347,302464,0.36813306707575116,0
269,H4SC01271,"CHERNY, DIMITRI",DEM,2016,SC,H,1.0,C,C,C00568907,CHARLESTON,SC,29401.0,5757,325170,0.017704585293846296,0
270,H8NV03036,"TITUS, DINA",DEM,2016,NV,H,1.0,I,C,C00499467,LAS VEGAS,NV,89170.0,116537,188352,0.618719206591913,1
271,H6MO03325,"SIMMONS, DOANITA MRS",CON,2016,MO,H,3.0,C,N,C00615146,ST PETERS,MO,63376.0,3605,368333,0.0097873391740626,0
273,H6FL23089,"ENDRISS, DONALD",NPA,2016,FL,H,23.0,C,C,C00615765,DANIA BEACH,FL,33004.0,5180,323120,0.016031195840554593,0
274,H4GA11111,"WILSON, DONALD E JR",DEM,2016,GA,H,11.0,C,N,C00623454,MARIETTA,GA,30062.0,105383,323318,0.3259422611793961,0
275,H6AK00045,"YOUNG, DONALD E",REP,2016,AK,H,0.0,I,C,C00012229,ANCHORAGE,AK,99503.0,155088,308198,0.5032089760478653,1
276,H2NJ10154,"PAYNE, DONALD M., JR.",DEM,2016,NJ,H,10.0,I,C,C00519355,NEWARK,,7114.0,190856,222771,0.8567362897325056,1
277,H4NJ01084,"NORCROSS, DONALD W",DEM,2016,NJ,H,1.0,I,C,C00558320,CAMDEN,NJ,8102.0,183231,305473,0.5998271532999643,1
278,H6OH09099,"LARSON, DONALD PHILIP",REP,2016,OH,H,9.0,C,P,C00589986,LAKEWOOD,OH,44107.0,88427,282398,0.31312898816563856,0
279,H4VA08224,"BEYER, DONALD STERNOFF JR.",DEM,2016,VA,H,8.0,I,C,C00555888,ALEXANDRIA,VA,22314.0,246653,360676,0.6838630793288158,1
281,H6CA05195,"MATSUI, DORIS",DEM,2016,CA,H,6.0,I,C,C00409219,SACRAMENTO,CA,95814.0,177565,235413,0.7542701550041842,1
282,H6CA49102,"APPLEGATE, DOUGLAS LOREN",DEM,2016,CA,H,49.0,C,C,C00581595,VISTA,CA,92081.0,154267,310155,0.49738679047572987,0
283,H2CA02142,"LAMALFA, DOUG",REP,2016,CA,H,1.0,I,C,C00509422,BIGGS,CA,95917.0,185448,314036,0.5905310219210537,1
284,H6CO05159,"LAMBORN, DOUGLAS",REP,2016,CO,H,5.0,I,C,C00420745,COLORADO SPRINGS,CO,80962.0,225445,361993,0.6227882859613307,1
285,H4UT04011,"OWENS, H DOUGLAS",DEM,2016,UT,H,4.0,C,P,C00581827,SALT LAKE CITY,UT,84109.0,113413,274569,0.41305828407431283,0
286,H6CA41182,"SHEPHERD, DOUG",REP,2016,CA,H,41.0,C,C,C00589440,RIVERSIDE,CA,92508.0,69159,197323,0.3504862585709725,0
287,H6GA05290,"BELL, DOUGLAS ANTHONY",REP,2016,GA,H,5.0,C,P,C00599498,ATLANTA,GA,30315.0,46768,300549,0.15560856965087225,0
288,H6MI03172,"SMITH, DOUGLAS MARK JR",DEM,2016,MI,H,3.0,C,C,C00614503,BELMONT,MI,49306.0,128400,342365,0.37503833627853317,0
289,H6GA03113,"FERGUSON, ANDERSON DREW IV",REP,2016,GA,H,3.0,O,C,C00607838,WEST POINT,GA,31833.0,207218,303187,0.6834659797418755,1
291,H6IN07386,"THOMPSON, ANDREW",LIB,2016,IN,H,7.0,C,P,C00610915,INDIANAPOLIS,IN,46202.0,11475,264670,0.043355877130010954,0
292,H8CA52052,"HUNTER, DUNCAN D.",REP,2016,CA,H,50.0,I,C,C00433524,EL CAJON,CA,920221545.0,179937,283583,0.6345126470909751,1
294,H6PA02171,"EVANS, DWIGHT",DEM,2016,PA,H,2.0,C,C,C00591065,PHILADELPHIA,PA,19138.0,322514,357645,0.9017713095387885,1
296,H6OR03064,"BLUMENAUER, EARL",DEM,2016,OR,H,3.0,I,C,C00307314,PORTLAND,OR,97232.0,274687,382355,0.7184082854938474,1
297,H4GA01039,"CARTER, EARL LEROY",REP,2016,GA,H,1.0,I,C,C00543967,POOLER,GA,31322.0,210243,211112,0.9958837015423093,1
298,H6OH12127,"ALBERTSON, ED",DEM,2016,OH,H,12.0,C,C,C00615518,HEATH,OH,43056.0,112638,377534,0.2983519365143272,0
300,H6CO07023,"PERLMUTTER, EDWIN G",DEM,2016,CO,H,7.0,I,C,C00410639,WHEAT RIDGE,CO,80033.0,199758,362010,0.5518024363967846,1
302,H2TX00015,"JOHNSON, EDDIE BERNICE",DEM,2016,TX,H,30.0,I,C,C00254573,DALLAS,TX,75201.0,170502,218826,0.7791670094047325,1
305,H6CA39020,"ROYCE, ED MR.",REP,2016,CA,H,39.0,I,C,C00200865,FULLERTON,CA,928353733.0,150777,263456,0.572304293696101,1
308,H6MD07160,"CUMMINGS, ELIJAH E",DEM,2016,MD,H,7.0,I,C,C00310318,WASHINGTON,DC,20515.0,238838,318912,0.7489150612081076,1
309,H4LA05098,"BARRON, ELIOT S",GRE,2016,LA,H,1.0,C,N,C00549113,NEW ORLEANS,LA,70115.0,6717,326788,0.02055461032840863,0
312,H2CT05131,"ESTY, ELIZABETH",DEM,2016,CT,H,5.0,I,C,C00494203,CHESHIRE,CT,6410.0,163499,309082,0.5289826000867084,1
314,H4MO05234,"CLEAVER, EMANUEL II",DEM,2016,MO,H,5.0,I,C,C00395848,KANSAS CITY,MO,641336325.0,190766,324270,0.5882937058623986,1
315,H6CA21218,"HUERTA, EMILIO JESUS MR.",DEM,2016,CA,H,21.0,C,C,C00602888,BAKERSFIELD,CA,93303.0,57282,132408,0.4326173645096973,0
316,H4ME02200,"CAIN, EMILY",DEM,2016,ME,H,2.0,C,P,C00546077,BANGOR,ME,4402.0,159081,364886,0.435974523549821,0
317,H0AR01083,"CRAWFORD, ERIC ALAN RICK",REP,2016,AR,H,1.0,I,C,C00462374,JONESBORO,AR,72404.0,183866,241047,0.762780702518596,1
318,H6NJ02186,"BEECHWOOD, ERIC",DEM,2016,NJ,H,2.0,C,N,C00610493,MILLVILLE,NJ,8332.0,1387,297795,0.004657566446716701,0
319,H6TX26102,"MAUCK, ERIC",DEM,2016,TX,H,26.0,C,N,C00590547,FORT WORTH,TX,76177.0,94507,319080,0.29618590948978313,0
320,H2CA15094,"SWALWELL, ERIC MICHAEL",DEM,2016,CA,H,15.0,I,C,C00502294,DUBLIN,CA,94568.0,198578,269197,0.7376679532089883,1
322,H8MN03077,"PAULSEN, ERIK",REP,2016,MN,H,3.0,I,C,C00439661,EDEN PRAIRIE,MN,55344.0,223075,393457,0.5669615739458187,1
323,H4PA12043,"MCCLELLAND, ERIN",DEM,2016,PA,H,12.0,C,P,C00543918,NATRONA HEIGHTS,PA,15065.0,137353,359204,0.3823815993140388,0
324,H6NC03161,"REEVES, ERNEST T",DEM,2016,NC,H,3.0,C,N,C00613950,GREENVILLE,NC,27834.0,106170,323701,0.32798786534487073,0
326,H4WV03070,"JENKINS, EVAN H",REP,2016,WV,H,3.0,I,C,C00548271,HUNTINGTON,WV,25701.0,140741,207332,0.6788194779387648,1
327,H6AZ07030,"NUNEZ, EVANGELINE MARTINEZ",REP,2016,AZ,H,7.0,C,P,C00616003,GLENDALE,AZ,85305.0,39286,158811,0.24737581149920346,0
328,H8WI09050,"SENSENBRENNER, F. JAMES JR.",REP,2016,WI,H,5.0,I,C,C00083428,MENOMONEE FALLS,WI,53051.0,260706,390844,0.6670333943977649,1
329,H2TX27190,"VELA, FILEMON MR.",DEM,2016,TX,H,34.0,I,C,C00513531,BROWNSVILLE,TX,78520.0,104638,166961,0.626721210342535,1
330,H6SC05129,"PERSON, FRANCIS J",DEM,2016,SC,H,5.0,C,P,C00609495,TEGA CAY,SC,29708.0,105772,273006,0.3874347083946873,0
331,H6FL19087,"ROONEY, FRANCIS",REP,2016,FL,H,19.0,O,C,C00618223,TAMPA,FL,33606.0,239225,363166,0.6587208053617354,1
332,H2NJ02037,"LOBIONDO, FRANK A.",REP,2016,NJ,H,2.0,I,C,C00269340,VENTNOR,NJ,8406.0,176338,297795,0.5921456035191994,1
333,H6MI10227,"ACCAVITTI, FRANK MR. JR",DEM,2016,MI,H,10.0,O,P,C00615195,GROSSE POINTE SHORES,MI,48236.0,110112,340983,0.32292518981884727,0
335,H4OK06056,"LUCAS, FRANK D.",REP,2016,OK,H,3.0,I,C,C00287912,CHEYENNE,OK,736283628.0,227525,290615,0.7829086592226829,1
337,H6NY14244,"SPOTORNO, FRANK",REP,2016,NY,H,14.0,C,P,C00579599,YONILEM,NY,10704.0,26891,197301,0.1362942914632972,0
339,H8NJ03073,"PALLONE, FRANK JR",DEM,2016,NJ,H,6.0,I,C,C00226928,LONG BRANCH,NJ,7740.0,167895,263435,0.6373298916241198,1
342,H4NJ03163,"LAVERGNE, FREDERICK JOHN",DEM,2016,NJ,H,3.0,C,N,C00611418,DELANCO,NJ,8075.0,127526,328060,0.3887276717673596,0
343,H4MA01059,"MAYOCK, FREDERICK",IND,2016,MA,H,1.0,C,N,C00565085,SPRINGFIELD,MA,1108.0,57504,349676,0.1644493759937771,0
344,H6CA19121,"LANCASTER, GORDON K CA",REP,2016,CA,H,19.0,C,C,C00614511,SAN JOSE,CA,95135.0,64061,245863,0.26055567531511453,0
345,H4NC01046,"BUTTERFIELD, G K",DEM,2016,NC,H,1.0,I,C,C00401190,WILSON,NC,27893.0,240661,350699,0.6862323531005221,1
347,H6CO03170,"SCHWARTZ, GAIL SHERIDAN MS.",DEM,2016,CO,H,3.0,C,P,C00614073,CRESTED BUTTE,CO,81224.0,150914,374037,0.40347345316105093,0
348,H4LA06153,"GRAVES, GARRET",REP,2016,LA,H,6.0,I,C,C00558486,BATON ROUGE,LA,70806.0,207483,331098,0.6266513237772502,1
349,H4AL06098,"PALMER, GARY",REP,2016,AL,H,6.0,I,C,C00551374,BIRMINGHAM,AL,352093502.0,245313,329306,0.7449393573150808,1
352,H6TX32092,"STUARD, GARY",GRE,2016,TX,H,32.0,C,N,C00621458,DALLAS,TX,75214.0,22813,229171,0.09954575404392353,0
355,H2TX29030,"GREEN, RAYMOND E. 'GENE'",DEM,2016,TX,H,29.0,I,C,C00254185,HOUSTON,TX,77222.0,95649,131982,0.7247124607901078,1
356,H4MO07131,"WILLIAMS, REBECCA GENEVIEVE MS",DEM,2016,MO,H,7.0,C,P,C00560623,NEOSHO,MO,64850.0,92756,338607,0.27393408878138964,0
357,H6CO07106,"ATHANASOPOULOS, GEORGE MR.",REP,2016,CO,H,7.0,C,P,C00610279,WHEAT RIDGE,CO,80033.0,144066,362010,0.3979613822822574,0
361,H8VA11062,"CONNOLLY, GERALD EDWARD",DEM,2016,VA,H,11.0,I,C,C00445452,FAIRFAX,VA,22031.0,247818,282003,0.8787778853416452,1
364,H4WI06048,"GROTHMAN, GLENN S.",REP,2016,WI,H,6.0,I,C,C00561597,FOND DU LAC,WI,549641215.0,204147,357183,0.5715473580769521,1
365,H8PA05071,"THOMPSON, GLENN MR",REP,2016,PA,H,5.0,I,C,C00444620,HOWARD,PA,16841.0,206761,307843,0.671644312198101,1
366,H6FL05169,"SCURRY-SMITH, GLOREATHA (GLO)",REP,2016,FL,H,5.0,C,P,C00577585,FLEMING ISLAND,FL,32006.0,108325,302874,0.3576569794700106,0
368,H6MO04224,"CHRISTENSEN, GORDON DR.",DEM,2016,MO,H,4.0,C,P,C00592865,COLUMBIA,MO,65203.0,92510,332234,0.2784483225678287,0
369,H8CA34068,"NAPOLITANO, GRACE",DEM,2016,CA,H,32.0,I,C,C00334706,NORWALK,CA,90650.0,114926,186646,0.6157431715654234,1
370,H2NY06116,"MENG, GRACE",DEM,2016,NY,H,6.0,I,C,C00516666,FRESH MEADOWS,NY,11365.0,131463,210378,0.6248894846419303,1
371,H4GA02060,"DUKE, GREGORY PAUL",REP,2016,GA,H,2.0,C,P,C00542480,LEESBURG,GA,317634313.0,94056,242599,0.38770151566989147,0
372,H6OR02116,"WALDEN, GREGORY P MR.",REP,2016,OR,H,2.0,I,C,C00333427,HOOD RIVER,OR,970311456.0,272952,380739,0.716900553922766,1
373,H8MS03067,"HARPER, GREGG",REP,2016,MS,H,3.0,I,C,C00441295,PEARL,MS,39208.0,209490,316445,0.6620107759642276,1
376,H6MI07223,"DRISKELL, GRETCHEN",DEM,2016,MI,H,7.0,C,C,C00572859,SALINE,MI,48176.0,134010,334807,0.4002604485569298,0
378,H6FL09070,"BILIRAKIS, GUS M",REP,2016,FL,H,12.0,I,C,C00408534,TARPON SPRINGS,FL,346880606.0,253559,369669,0.685908204366609,1
380,H4WI04183,"MOORE, GWEN S",DEM,2016,WI,H,4.0,I,C,C00397505,MILWAUKEE,WI,53216.0,220181,286909,0.7674245143930654,1
381,H6NV02248,"EVANS, HUGH D MR JR",DEM,2016,NV,H,2.0,C,P,C00591701,RENO,NV,89502.0,115722,313336,0.36932238874562767,0
383,H0VA09055,"GRIFFITH, H MORGAN",REP,2016,VA,H,9.0,I,C,C00477240,CHRISTIANSBURG,VA,24068.0,212838,310314,0.68587946402676,1
384,H6NC01108,"DEW, HAROLD POWELL JR",REP,2016,NC,H,1.0,C,P,C00616235,STANTONSBURG,NC,27883.0,101567,350699,0.28961302997727395,0
385,H2NY10092,"JEFFRIES, HAKEEM",DEM,2016,NY,H,8.0,I,C,C00503052,BROOKLYN,NY,11238.0,203235,257602,0.7889496199563668,1
388,H6DE01071,"REIGLE, HANS",REP,2016,DE,H,0.0,O,P,C00574129,WYOMING,DE,19934.0,172301,420617,0.4096386974373361,0
390,H2MI05101,"MIKKELSON, HARLEY",GRE,2016,MI,H,5.0,C,N,C00381111,CARO,MI,48723.0,4904,319291,0.015359029850512542,0
391,H6KY03173,"BRATCHER, HAROLD",REP,2016,KY,H,3.0,C,N,C00628230,LOUISVILLE,KY,40232.0,122093,334494,0.36500804199776377,0
392,H0KY05015,"ROGERS, HAROLD DALLAS",REP,2016,KY,H,5.0,I,C,C00116632,SOMERSET,KY,42502.0,221242,221242,1.0,1
393,H4RI01133,"TAUB, H. RUSSELL",REP,2016,RI,H,1.0,C,P,C00571067,PROVIDENCE,RI,2906.0,71023,202371,0.35095443517104724,0
395,H6GA04129,"JOHNSON, HENRY C 'HANK'",DEM,2016,GA,H,4.0,I,C,C00418293,DECATUR,GA,30034.0,220146,290739,0.7571945972160598,1
396,H2TX23082,"CUELLAR, HENRY",DEM,2016,TX,H,28.0,I,C,C00371302,LAREDO,TX,78040.0,122086,184442,0.6619208206373819,1
399,H4SC03111,"CLEVELAND, HOSEA N",DEM,2016,SC,H,3.0,C,C,C00616888,SENECA,SC,29679.0,72933,269540,0.2705832158492246,0
401,H6MI14211,"KLAUSNER, HOWARD ANDREW",REP,2016,MI,H,14.0,C,N,C00615781,SOUTHFIELD,MI,48075.0,58103,310974,0.1868419867898924,0
402,H0FL18025,"ROS-LEHTINEN, ILEANA THE HON.",REP,2016,FL,H,27.0,I,C,C00280537,MIAMI,FL,331522784.0,157917,287677,0.5489385665173093,1
403,H2CA35100,"HALL, ISADORE III",DEM,2016,CA,H,44.0,O,C,C00497859,LOS ANGELES,CA,90010.0,85289,178413,0.4780425193231435,0
404,H4AR02141,"HILL, JAMES FRENCH",REP,2016,AR,H,2.0,I,C,C00551275,LITTLE ROCK,AR,72217.0,176472,302464,0.5834479475243335,1
406,H4NC07100,"CASTEEN, J WESLEY",DEM,2016,NC,H,7.0,C,C,C00621953,WILMINGTON,NC,28405.0,135905,347706,0.39086182004337,0
407,H6MI01226,"BERGMAN, JOHN",REP,2016,MI,H,1.0,O,C,C00614214,WATERSMEET,MI,49969.0,197777,360271,0.5489673051674989,1
409,H2CA27198,"ORSWELL, JACK",REP,2016,CA,H,27.0,C,P,C00553941,ARCADIA,CA,91007.0,81655,250632,0.3257963867343356,0
410,H4ND01028,"SEAMAN, JACK",LIB,2016,ND,H,0.0,C,N,C00564609,FARGO,ND,58102.0,23528,338459,0.06951506681754659,0
411,H8CA12171,"SPEIER, JACKIE",DEM,2016,CA,H,14.0,I,C,C00443705,BURLINGAME,CA,94011.0,231630,286447,0.8086312651205982,1
412,H0IN02190,"WALORSKI SWIHART, JACKIE",REP,2016,IN,H,2.0,I,C,C00468579,ELKHART,IN,46517.0,164355,277357,0.5925756335697314,1
416,H6MO05189,"TURK, JACOB",REP,2016,MO,H,5.0,C,C,C00563668,LEES SUMMIT,MO,64063.0,123771,324270,0.3816911832731983,0
417,H0WA03187,"HERRERA BEUTLER, JAIME",REP,2016,WA,H,3.0,I,C,C00472704,RIDGEFIELD,WA,986420020.0,193457,313277,0.6175269809146539,1
420,H8CT04172,"HIMES, JIM",DEM,2016,CT,H,4.0,I,C,C00434191,COS COB,CT,6807.0,187811,313540,0.5990017222682912,1
421,H6PA02197,"JONES, JAMES",REP,2016,PA,H,2.0,C,N,C00617464,PHILADELPHIA,PA,19105.0,35131,357645,0.09822869046121153,0
422,H0OH16097,"RENACCI, JAMES B.",REP,2016,OH,H,16.0,I,C,C00466359,WADSWORTH,OH,442818793.0,225794,345624,0.6532937527486518,1
424,H2TX07036,"CARGAS, JAMES P",DEM,2016,TX,H,7.0,C,C,C00509299,HOUSTON,TX,77006.0,111991,255533,0.4382643337651106,0
425,H2SC02042,"CLYBURN, JAMES E.",DEM,2016,SC,H,6.0,I,C,C00255562,COLUMBIA,SC,29203.0,177947,253901,0.7008519068455815,1
426,H2TN08077,"HART, JAMES",IND,2016,TN,H,8.0,O,N,C00372722,BUCHANAN,TN,38222.0,4057,282733,0.014349227009227788,0
428,H6NJ02194,"KEENAN, JAMES JR",NPA,2016,NJ,H,2.0,C,N,C00616847,WOODSTOWN,NJ,8098.0,2653,297795,0.008908813109689552,0
431,H4MA03022,"MCGOVERN, JAMES P",DEM,2016,MA,H,2.0,I,C,C00285171,WORCESTER,MA,1606.0,275487,363197,0.7585057145295804,1
433,H6ID01250,"PIOTROWSKI, JAMES M",DEM,2016,ID,H,1.0,C,P,C00611293,BOISE,ID,83702.0,113052,355357,0.31813640930106907,0
434,H6KY01110,"COMER, JAMES",REP,2016,KY,H,1.0,O,C,C00588764,TOMPKINSVILLE,KY,42167.0,216959,299001,0.7256129578161946,1
435,H0RI02139,"LANGEVIN, JAMES R. HONORABLE",DEM,2016,RI,H,2.0,I,C,C00344697,WARWICK,RI,2886.0,133108,229148,0.5808822245884756,1
436,H6CA53054,"VELTMEYER, JAMES",REP,2016,CA,H,53.0,C,P,C00575860,LA JOLLA,CA,92037.0,97968,296956,0.3299074610379989,0
437,H6MD08457,"RASKIN, JAMIE",DEM,2016,MD,H,8.0,O,C,C00575126,TAKOMA PARK,MD,20912.0,220657,364324,0.6056614442090008,1
438,H6TX24149,"MCDOWELL, JAN",DEM,2016,TX,H,24.0,C,C,C00588558,CARROLLTON,TX,75007.0,108389,275635,0.3932338055762149,0
439,H2FL13139,"SCHNEIDER, JAN",DEM,2016,FL,H,16.0,C,C,C00447474,SANRASOTA,FL,34230.0,155262,385916,0.4023207122793561,0
440,H6VA05118,"DITTMAR, JANE DESIMONE",DEM,2016,VA,H,5.0,O,P,C00585976,CHARLOTTESVILLE,VA,22902.0,148339,356756,0.41579959412035117,0
441,H4OH04046,"GARRETT, JANET PATRICIA MRS.",DEM,2016,OH,H,4.0,C,C,C00560847,OBERLIN,OH,44074.0,98981,309208,0.3201113813355411,0
443,H8IL09067,"SCHAKOWSKY, JANICE D",DEM,2016,IL,H,9.0,I,C,C00327023,EVANSTON,IL,60202.0,217306,326948,0.6646500360913662,1
444,H2CA06259,"HUFFMAN, JARED",DEM,2016,CA,H,2.0,I,C,C00536680,SAN RAFAEL,CA,94915.0,254194,330766,0.7685009946608781,1
445,H8CO02137,"POLIS, JARED",DEM,2016,CO,H,2.0,I,C,C00435370,BOULDER,CO,80306.0,260175,457312,0.5689223112448394,1
448,H8UT03089,"CHAFFETZ, JASON",REP,2016,UT,H,3.0,I,C,C00431684,ALPINE,UT,84004.0,209589,285305,0.73461383431766,1
449,H6WI01200,"LEBECK, JASON MR.",LIB,2016,WI,H,1.0,C,N,C00608539,JANESVILLE,WI,53547.0,7486,354245,0.021132267216192182,0
451,H4MO08162,"SMITH, JASON T",UNK,2016,MO,H,8.0,I,C,C00541862,CAPE GIRARDEAU,MO,637021324.0,229792,308871,0.7439740215170735,1
453,H6KS03241,"SIDIE, JAY",DEM,2016,KS,H,3.0,C,C,C00617761,MISSION,KS,66201.0,139300,343113,0.40598869760108186,0
454,H2TX05121,"HENSARLING, JEB HON.",REP,2016,TX,H,5.0,I,C,C00370650,DALLAS,TX,753820504.0,155469,192875,0.8060609202851587,1
456,H6WI06118,"DAHLKE, JEFFERY J",IND,2016,WI,H,6.0,C,P,C00612325,MEQUON,WI,53097.0,19716,357183,0.05519859567784581,0
457,H0CA19173,"DENHAM, JEFF",REP,2016,CA,H,10.0,I,C,C00473272,TURLOCK,CA,95381.0,124671,241141,0.5170045740873597,1
458,H0SC03077,"DUNCAN, JEFFREY D MR.",REP,2016,SC,H,3.0,I,C,C00460550,LAURENS,SC,293600845.0,196325,269540,0.7283705572456778,1
459,H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",REP,2016,NE,H,1.0,I,C,C00395467,LINCOLN,NE,685104128.0,189771,273238,0.6945263835923261,1
462,H6MI12264,"JONES, JEFF",REP,2016,MI,H,12.0,C,C,C00611269,TAYLOR,MI,48180.0,96104,328542,0.2925166340985323,0
464,H6CA36182,"STONE, JEFFREY E",REP,2016,CA,H,36.0,C,P,C00603423,TEMECULA,CA,92592.0,88269,232617,0.3794606585073318,0
470,H4MI08101,"BURGESS, JEREMY",OTH,2016,MI,H,8.0,C,N,C00554303,OXFORD,MI,48371.0,2250,366968,0.006131324802162586,0
474,H4CA11081,"MCNERNEY, JERRY",DEM,2016,CA,H,9.0,I,C,C00398644,STOCKTON,CA,95269.0,133163,232155,0.5735952273265706,1
476,H6IN03229,"BANKS, JAMES E",REP,2016,IN,H,3.0,O,C,C00577999,COLUMBIA CITY,IN,46725.0,201396,287247,0.7011248159249704,1
477,H2OK01143,"BRIDENSTINE, JAMES FREDERICK",REP,2016,OK,H,1.0,I,C,C00502393,TULSA,OK,741369003.0,1,1,1.0,1
478,H2AK00143,"MCDERMOTT, JIM C",LIB,2016,AK,H,0.0,C,N,C00569145,FAIRBANKS,AK,99709.0,31770,308198,0.10308308295316647,0
479,H4CA20082,"COSTA, JIM MR.",DEM,2016,CA,H,16.0,I,C,C00391029,FRESNO,CA,937111200.0,97473,167956,0.5803484245873919,1
480,H0MN01045,"HAGEDORN, JAMES",REP,2016,MN,H,1.0,C,C,C00550707,BLUE EARTH,MN,56013.0,166524,335873,0.495794541389156,0
482,H6OH04082,"JORDAN, JAMES D.",REP,2016,OH,H,4.0,I,C,C00416594,URBANA,OH,43078.0,210227,309208,0.6798886186644588,1
483,H6FL15150,"LANGE, JAMES KELLY",DEM,2016,FL,H,15.0,C,C,C00607218,LUTZ,FL,33548.0,135475,318474,0.4253879437567902,0
485,H6WA03218,"MOELLER, JAMES C",DEM,2016,WA,H,3.0,C,C,C00617993,VANCOUVER,WA,98663.0,119820,313277,0.3824730190853462,0
486,H4IA04113,"MOWRER, JIM",DEM,2016,IA,H,3.0,C,P,C00546549,DES MOINES,IA,50310.0,155002,390287,0.3971487648832782,0
487,H8WA09047,"POSTMA, JAMES",REP,2016,WA,H,10.0,C,N,C00452995,STEILACOOM,WA,98388.0,120104,290564,0.41334783386792584,0
488,H6IL14129,"WALZ, JIM",DEM,2016,IL,H,14.0,C,C,C00615260,GURNEE,IL,60031.0,137589,338097,0.4069512595497742,0
489,H6CA20152,"PANETTA, JAMES VARNI",DEM,2016,CA,H,20.0,O,C,C00592154,CARMEL VALLEY,CA,93924.0,180980,255791,0.7075307575325168,1
490,H6IL09145,"LASONDE, JOAN MCCARTHY",REP,2016,IL,H,9.0,C,C,C00591149,WILMETTE,IL,60091.0,109550,326948,0.33506857359580117,0
492,H2TX35011,"CASTRO, JOAQUIN REP.",DEM,2016,TX,H,20.0,I,C,C00497933,SAN ANTONIO,TX,78292.0,149640,187669,0.7973613116710805,1
493,H6TX19099,"ARRINGTON, JODEY COOK",REP,2016,TX,H,19.0,O,C,C00588657,LUBBOCK,TX,79416.0,176314,203475,0.8665143137977639,1
494,H0GA07125,"HICE, JODY",REP,2016,GA,H,10.0,I,C,C00544445,MONROE,GA,30655.0,243725,244821,0.9955232598510748,1
495,H4TX06117,"BARTON, JOE LINUS",REP,2016,TX,H,6.0,I,C,C00195065,ENNIS,TX,75119.0,159444,273296,0.5834113927755986,1
497,H8FL25015,"GARCIA, JOE",DEM,2016,FL,H,26.0,C,P,C00521781,MIAMI,FL,33296.0,115493,280542,0.4116781088036729,0
500,H4WA05127,"PAKOOTAS, JOSEPH A",DEM,2016,WA,H,5.0,C,P,C00552786,SPOKANE,WA,99208.0,130575,323534,0.40358973090927075,0
503,H2SC02059,"WILSON, JOE THE HON.",REP,2016,SC,H,2.0,I,C,C00368522,WEST COLUMBIA,SC,291712145.0,183746,304996,0.6024538026728219,1
504,H6KY03124,"YARMUTH, JOHN A MR",DEM,2016,KY,H,3.0,I,C,C00419630,HARRODS CREEK,KY,40027.0,212401,334494,0.6349919580022362,1
505,H0TX07055,"CULBERSON, JOHN",REP,2016,TX,H,7.0,I,C,C00343236,HOUSTON,TX,772411964.0,143542,255533,0.5617356662348895,1
